Date/Time,Year,Month,Day,Data Quality,Max Temp (ﾰC),Max Temp Flag,Min Temp (ﾰC),Min Temp Flag,Mean Temp (ﾰC),Mean Temp Flag,Heat Deg Days (ﾰC),Heat Deg Days Flag,Cool Deg Days (ﾰC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2013-01-01,2013,1,1,ﾆ,-1.1,,-7.2,,-4.2,,22.2,,0,,,M,,M,0.7,,10,,,M,,M
2013-01-02,2013,1,2,ﾆ,-1.1,,-6.1,,-3.6,,21.6,,0,,,M,,M,0,,9,,,M,,M
2013-01-03,2013,1,3,ﾆ,-0.7,,-7.6,,-4.2,,22.2,,0,,0,,,M,1.6,,14,,,M,,M
2013-01-04,2013,1,4,ﾆ,0.3,,-2,,-0.9,,18.9,,0,,,M,,M,0,,12,,,M,,M
2013-01-05,2013,1,5,ﾆ,3.1,,-0.7,,1.2,,16.8,,0,,,M,,M,1.2,,11,,,M,,M
2013-01-06,2013,1,6,ﾆ,3.2,,-3.6,,-0.2,,18.2,,0,,,M,,M,0,,8,,,M,,M
2013-01-07,2013,1,7,ﾆ,1.9,,-6.1,,-2.1,,20.1,,0,,,M,,M,1.1,,5,,,M,,M
2013-01-08,2013,1,8,ﾆ,3.4,,-0.1,,1.7,,16.3,,0,,,M,,M,1.1,,5,,,M,,M
2013-01-09,2013,1,9,ﾆ,7,,1.9,,4.5,,13.5,,0,,,M,,M,0.3,,5,,,M,,M
2013-01-10,2013,1,10,ﾆ,6.6,,2.5,,4.6,,13.4,,0,,,M,,M,1,,1,,,M,,M
2013-01-11,2013,1,11,ﾆ,8.1,,3.7,,5.9,,12.1,,0,,,M,,M,2.8,,,,,M,,M
2013-01-12,2013,1,12,ﾆ,13,,6.7,,9.9,,8.1,,0,,,M,,M,0.6,,,,,M,,M
2013-01-13,2013,1,13,ﾆ,14.7,,5.2,,10,,8,,0,,,M,,M,28.2,,,,,M,,M
2013-01-14,2013,1,14,ﾆ,5.4,,-2.2,,1.6,,16.4,,0,,,M,,M,1.6,,,,,M,,M
2013-01-15,2013,1,15,ﾆ,1.4,,-3.2,,-0.9,,18.9,,0,,,M,,M,0.6,,,,,M,,M
2013-01-16,2013,1,16,ﾆ,3.4,,-1.4,,1,,17,,0,,,M,,M,0,,,,,M,,M
2013-01-17,2013,1,17,ﾆ,2,,-10.3,,-4.2,,22.2,,0,,,M,,M,0,,,,,M,,M
2013-01-18,2013,1,18,ﾆ,1.9,,-10.4,,-4.3,,22.3,,0,,0,,,M,0.7,,,,,M,,M
2013-01-19,2013,1,19,ﾆ,8.3,,1.9,,5.1,,12.9,,0,,,M,,M,1.4,,1,,,M,,M
2013-01-20,2013,1,20,ﾆ,7.9,,-7.6,,0.2,,17.8,,0,,,M,,M,0,,,,,M,,M
2013-01-21,2013,1,21,ﾆ,-5.1,,-11.1,,-8.1,,26.1,,0,,0,,,M,0.4,,,,,M,,M
2013-01-22,2013,1,22,ﾆ,-11.1,,-15,,-13.1,,31.1,,0,,0,,,M,2.8,,1,,,M,,M
2013-01-23,2013,1,23,ﾆ,-9.1,,-18.4,,-13.8,,31.8,,0,,,M,,M,0.9,,4,,,M,,M
2013-01-24,2013,1,24,ﾆ,-9.9,,-14.7,,-12.3,,30.3,,0,,,M,,M,0.3,,4,,,M,,M
2013-01-25,2013,1,25,ﾆ,-7.4,,-13.3,,-10.4,,28.4,,0,,0,,,M,1.9,,4,,,M,,M
2013-01-26,2013,1,26,ﾆ,-1.8,,-9.7,,-5.8,,23.8,,0,,,M,,M,0.7,,8,,,M,,M
2013-01-27,2013,1,27,ﾆ,-0.7,,-9.3,,-5,,23,,0,,,M,,M,0.5,,7,,,M,,M
2013-01-28,2013,1,28,ﾆ,3.8,,-1.4,,1.2,,16.8,,0,,0,,,M,8.2,,12,,,M,,M
2013-01-29,2013,1,29,ﾆ,7.1,,1.3,,4.2,,13.8,,0,,,M,,M,14.9,,7,,,M,,M
2013-01-30,2013,1,30,ﾆ,13.4,,6.9,,10.2,,7.8,,0,,,M,,M,3.8,,,,,M,,M
2013-01-31,2013,1,31,ﾆ,8.1,,-5.6,,1.3,,16.7,,0,,0,,,M,0.8,,,,,M,,M
2013-02-01,2013,2,1,ﾆ,-5.5,,-9.1,,-7.3,,25.3,,0,,,M,,M,0.3,,1,,,M,,M
2013-02-02,2013,2,2,ﾆ,-4.6,,-9.3,,-7,,25,,0,,,M,,M,0,,1,,,M,,M
2013-02-03,2013,2,3,ﾆ,-3.5,,-9.4,,-6.5,,24.5,,0,,,M,,M,1,,1,,,M,,M
2013-02-04,2013,2,4,ﾆ,-4.8,,-10.3,,-7.6,,25.6,,0,,,M,,M,0.8,,1,,,M,,M
2013-02-05,2013,2,5,ﾆ,-2.8,,-10.4,,-6.6,,24.6,,0,,,M,,M,0,,1,,,M,,M
2013-02-06,2013,2,6,ﾆ,-2.3,,-6.7,,-4.5,,22.5,,0,,,M,,M,0.3,,1,,,M,,M
2013-02-07,2013,2,7,ﾆ,-1.6,,-6.8,,-4.2,,22.2,,0,,0,,,M,1.7,,2,,,M,,M
2013-02-08,2013,2,8,ﾆ,-4.9,,-8.9,,-6.9,,24.9,,0,,0,,,M,24.5,,8,,,M,,M
2013-02-09,2013,2,9,ﾆ,-2.4,,-11.7,,-7.1,,25.1,,0,,,M,,M,1.2,,26,,,M,,M
2013-02-10,2013,2,10,ﾆ,2.4,,-7.4,,-2.5,,20.5,,0,,,M,,M,1.4,,24,,,M,,M
2013-02-11,2013,2,11,ﾆ,8,,1.5,,4.8,,13.2,,0,,,M,,M,5.2,,20,,,M,,M
2013-02-12,2013,2,12,ﾆ,2.9,,-0.2,,1.4,,16.6,,0,,,M,,M,0,,12,,,M,,M
