Date/Time,Year,Month,Day,Data Quality,Max Temp (ﾰC),Max Temp Flag,Min Temp (ﾰC),Min Temp Flag,Mean Temp (ﾰC),Mean Temp Flag,Heat Deg Days (ﾰC),Heat Deg Days Flag,Cool Deg Days (ﾰC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1930-01-01,1930,1,1,,6.7,,-0.6,,3.1,,14.9,,0,,3.8,,0,,3.8,,,,,,,
1930-01-02,1930,1,2,,4.4,,2.2,,3.3,,14.7,,0,,4.6,,0,,4.6,,,,,,,
1930-01-03,1930,1,3,,3.9,,-0.6,,1.7,,16.3,,0,,0,,0.3,,0.3,,,,,,,
1930-01-04,1930,1,4,,-1.1,,-8.3,,-4.7,,22.7,,0,,0,,0,,0,,,,,,,
1930-01-05,1930,1,5,,5.6,,-5.6,,0,,18,,0,,0,,0,,0,,,,,,,
1930-01-06,1930,1,6,,8.3,,2.8,,5.6,,12.4,,0,,0,T,0,,0,T,,,,,,
1930-01-07,1930,1,7,,8.3,,2.2,,5.3,,12.7,,0,,11.2,,0,,11.2,,,,,,,
1930-01-08,1930,1,8,,0.6,,-2.8,,-1.1,,19.1,,0,,20.3,,0,,20.3,,,,,,,
1930-01-09,1930,1,9,,-7.8,,-11.7,,-9.8,,27.8,,0,,0,,8.4,,8.4,,,,,,,
1930-01-10,1930,1,10,,-9.4,,-13.3,,-11.4,,29.4,,0,,0,,0.5,,0.5,,,,,,,
1930-01-11,1930,1,11,,1.7,,-13.3,,-5.8,,23.8,,0,,0,,0.3,,0.3,,,,,,,
1930-01-12,1930,1,12,,4.4,,-2.8,,0.8,,17.2,,0,,6.9,,2,,8.9,,,,,,,
1930-01-13,1930,1,13,,2.2,,0.6,,1.4,,16.6,,0,,0,T,0.3,,0.3,,,,,,,
1930-01-14,1930,1,14,,5,,-0.6,,2.2,,15.8,,0,,4.6,,0,,4.6,,,,,,,
1930-01-15,1930,1,15,,0.6,,-4.4,,-1.9,,19.9,,0,,0,,0,T,0,T,,,,,,
1930-01-16,1930,1,16,,-13.9,,-17.2,,-15.6,,33.6,,0,,0,,0,,0,,,,,,,
1930-01-17,1930,1,17,,-2.2,,-18.3,,-10.3,,28.3,,0,,0,,10.2,,10.2,,,,,,,
1930-01-18,1930,1,18,,-8.9,,-15,,-12,,30,,0,,0,,3.6,,3.6,,,,,,,
1930-01-19,1930,1,19,,-7.8,,-17.8,,-12.8,,30.8,,0,,0,,0,,0,,,,,,,
1930-01-20,1930,1,20,,-3.9,,-9.4,,-6.7,,24.7,,0,,0,,0.3,,0.3,,,,,,,
1930-01-21,1930,1,21,,-2.8,,-9.4,,-6.1,,24.1,,0,,0,,4.6,,4.6,,,,,,,
1930-01-22,1930,1,22,,-5.6,,-12.8,,-9.2,,27.2,,0,,0,,0.5,,0.5,,,,,,,
1930-01-23,1930,1,23,,-10,,-13.9,,-12,,30,,0,,0,,0,T,0,T,,,,,,
1930-01-24,1930,1,24,,-5,,-13.9,,-9.5,,27.5,,0,,0,,0,T,0,T,,,,,,
1930-01-25,1930,1,25,,-4.4,,-14.4,,-9.4,,27.4,,0,,0,,0,,0,,,,,,,
1930-01-26,1930,1,26,,-9.4,,-20,,-14.7,,32.7,,0,,0,,0,,0,,,,,,,
1930-01-27,1930,1,27,,-3.3,,-11.7,,-7.5,,25.5,,0,,0,,1.3,,1.3,,,,,,,
1930-01-28,1930,1,28,,-0.6,,-7.2,,-3.9,,21.9,,0,,0,,0,T,0,T,,,,,,
1930-01-29,1930,1,29,,-3.3,,-10,,-6.7,,24.7,,0,,0,,0.8,,0.8,,,,,,,
1930-01-30,1930,1,30,,-3.3,,-11.1,,-7.2,,25.2,,0,,0,,0,,0,,,,,,,
1930-01-31,1930,1,31,,-1.7,,-6.1,,-3.9,,21.9,,0,,0,,0.5,,0.5,,,,,,,
1930-02-01,1930,2,1,,-1.7,,-6.7,,-4.2,,22.2,,0,,0,,1,,1,,,,,,,
1930-02-02,1930,2,2,,-4.4,,-6.1,,-5.3,,23.3,,0,,0,,7.1,,7.1,,,,,,,
1930-02-03,1930,2,3,,-3.3,,-11.1,,-7.2,,25.2,,0,,0,,0.3,,0.3,,,,,,,
1930-02-04,1930,2,4,,0.6,,-8.3,,-3.9,,21.9,,0,,0,,0.3,,0.3,,,,,,,
1930-02-05,1930,2,5,,-6.7,,-15,,-10.9,,28.9,,0,,0,,3.3,,3.3,,,,,,,
1930-02-06,1930,2,6,,-8.3,,-21.1,,-14.7,,32.7,,0,,0,,5.1,,5.1,,,,,,,
